# Simulation Configuration
NumContainers,20
NumResources,5
SimulationTime,60
MaxConcurrentAccess,3
SynchronizationEnabled,true
NetworkLatencyMean,15
ProcessingTimeMean,50

# Summary Metrics
TotalRequests,4219
SuccessfulRequests,4219
Conflicts,0
Timeouts,0
TotalDuration,61
ThroughputPerSecond,69.16393
AvgAcquireTimeMs,16.008532827684284
AvgProcessingTimeMs,49.20786916330884
AvgTotalTimeMs,81.03342024176345

# Access Logs
ContainerId,ResourceId,AcquireTimeMs,ProcessingTimeMs,TotalTimeMs
1,resource_1,13,60,90
10,resource_2,20,42,69
14,resource_3,15,40,70
19,resource_4,25,7,42
16,resource_4,11,53,76
2,resource_3,12,41,66
15,resource_2,12,66,101
7,resource_2,19,56,90
11,resource_4,17,75,109
0,resource_2,15,68,92
12,resource_1,9,40,71
4,resource_0,17,40,79
10,resource_4,5,88,107
8,resource_4,15,22,39
19,resource_3,13,26,61
17,resource_3,29,42,89
14,resource_1,16,43,73
3,resource_4,16,44,93
18,resource_1,21,36,67
16,resource_3,18,56,95
15,resource_3,22,55,94
9,resource_1,17,65,101
1,resource_1,30,41,88
0,resource_1,73,25,112
6,resource_1,54,60,138
7,resource_4,14,22,56
13,resource_0,13,28,57
11,resource_2,12,39,62
17,resource_1,14,40,72
5,resource_4,20,62,101
2,resource_3,16,54,85
19,resource_4,12,80,102
7,resource_3,15,1,26
8,resource_2,21,51,96
12,resource_3,17,76,104
9,resource_2,12,28,50
4,resource_3,12,75,91
10,resource_3,9,19,36
14,resource_0,12,43,71
1,resource_0,16,74,108
16,resource_2,13,40,76
15,resource_2,13,35,64
11,resource_1,17,32,61
2,resource_4,27,31,78
17,resource_2,14,24,42
18,resource_0,19,1,27
3,resource_1,15,25,54
10,resource_1,3,59,83
12,resource_1,20,62,97
5,resource_4,26,24,62
9,resource_3,14,26,64
6,resource_0,18,53,90
7,resource_1,12,34,66
8,resource_3,14,72,96
10,resource_2,12,42,62
15,resource_1,7,81,104
14,resource_1,16,59,93
0,resource_3,11,68,97
4,resource_4,19,36,81
19,resource_3,14,82,116
2,resource_1,13,44,74
18,resource_1,14,51,79
16,resource_4,20,67,102
17,resource_1,16,55,95
7,resource_0,22,78,118
1,resource_1,22,57,94
13,resource_4,13,56,88
12,resource_0,19,30,62
3,resource_2,19,84,117
6,resource_4,15,35,61
8,resource_1,9,64,87
0,resource_0,16,51,86
5,resource_3,17,53,79
14,resource_0,15,35,72
19,resource_1,7,49,77
11,resource_3,11,65,104
10,resource_3,20,29,74
1,resource_3,6,26,46
15,resource_4,15,61,96
13,resource_0,19,75,111
9,resource_3,13,23,46
16,resource_2,17,50,72
18,resource_0,21,71,108
2,resource_0,15,38,74
17,resource_4,8,36,55
7,resource_3,11,79,111
12,resource_0,12,49,75
19,resource_2,16,45,78
11,resource_4,13,53,75
4,resource_3,16,43,76
6,resource_3,3,48,66
9,resource_1,12,38,67
1,resource_1,22,50,88
8,resource_3,13,29,59
0,resource_2,14,45,80
13,resource_3,23,51,88
4,resource_0,15,37,64
1,resource_3,29,37,80
14,resource_3,12,60,96
5,resource_2,8,56,77
3,resource_1,14,43,71
2,resource_3,36,13,61
10,resource_1,19,69,105
16,resource_3,12,70,96
17,resource_1,11,45,72
0,resource_2,16,49,81
12,resource_0,18,57,95
15,resource_4,22,60,105
19,resource_0,13,80,101
18,resource_1,19,63,108
6,resource_0,25,32,73
7,resource_3,15,32,59
3,resource_3,9,57,68
9,resource_4,24,15,52
14,resource_3,16,50,81
11,resource_0,16,69,95
1,resource_3,12,83,115
8,resource_2,15,56,82
17,resource_3,16,31,64
2,resource_4,23,42,91
13,resource_1,22,48,88
5,resource_0,13,61,93
14,resource_3,6,32,53
18,resource_4,12,74,92
5,resource_1,11,39,54
0,resource_3,7,18,43
9,resource_0,14,1,40
4,resource_3,12,50,80
10,resource_3,17,76,103
12,resource_1,10,65,98
15,resource_3,9,54,77
16,resource_2,14,71,102
6,resource_4,21,77,110
7,resource_0,15,44,75
2,resource_2,17,43,67
3,resource_2,19,45,81
11,resource_3,9,37,62
19,resource_4,18,48,77
4,resource_3,8,17,38
19,resource_3,18,19,45
13,resource_1,14,34,60
1,resource_3,16,43,77
12,resource_0,11,27,49
18,resource_2,22,31,75
10,resource_2,11,34,70
8,resource_2,17,41,67
4,resource_3,21,42,71
14,resource_1,15,38,68
9,resource_3,9,48,77
7,resource_2,18,53,82
5,resource_3,11,42,68
0,resource_4,16,81,114
17,resource_3,19,60,96
12,resource_4,22,39,80
6,resource_1,16,90,125
3,resource_0,13,58,81
11,resource_3,20,33,64
15,resource_1,13,59,93
7,resource_2,6,44,67
2,resource_4,15,47,71
18,resource_4,18,62,92
4,resource_1,12,74,99
17,resource_2,18,52,86
10,resource_0,11,38,64
16,resource_4,14,68,99
0,resource_1,16,61,94
5,resource_0,6,37,54
13,resource_0,24,32,73
14,resource_4,11,15,47
9,resource_2,9,84,107
6,resource_4,13,30,46
8,resource_3,24,53,92
1,resource_1,14,70,97
17,resource_4,15,42,72
12,resource_4,9,65,86
19,resource_1,18,52,91
8,resource_4,9,67,92
2,resource_1,15,85,113
3,resource_2,18,36,69
16,resource_3,13,36,67
11,resource_0,7,52,83
14,resource_0,16,73,96
6,resource_3,12,40,71
0,resource_2,22,77,119
13,resource_1,7,57,84
9,resource_4,16,35,68
7,resource_4,16,23,55
4,resource_2,19,16,54
15,resource_3,16,53,89
17,resource_4,10,8,26
1,resource_4,19,41,81
11,resource_3,18,24,52
10,resource_1,15,26,62
5,resource_3,16,32,66
19,resource_0,13,18,52
16,resource_0,22,28,64
13,resource_0,11,66,90
8,resource_3,7,44,68
9,resource_4,5,25,51
3,resource_0,16,9,47
18,resource_3,12,47,71
15,resource_3,11,49,72
6,resource_1,17,65,97
0,resource_0,19,68,97
14,resource_3,14,71,98
5,resource_4,14,27,62
4,resource_3,21,86,124
2,resource_0,23,79,123
14,resource_2,9,37,50
12,resource_0,8,65,91
8,resource_1,3,30,46
6,resource_0,34,16,67
10,resource_0,16,43,70
7,resource_2,10,60,89
17,resource_1,10,83,107
1,resource_4,13,42,72
16,resource_4,9,29,53
11,resource_4,24,69,117
18,resource_4,10,43,69
9,resource_3,15,47,88
5,resource_2,25,56,103
8,resource_3,16,65,98
17,resource_3,1,66,79
2,resource_2,14,17,38
19,resource_0,17,51,78
13,resource_4,16,54,83
15,resource_2,10,30,57
3,resource_1,12,47,76
0,resource_1,22,80,106
9,resource_2,17,57,84
18,resource_2,11,51,77
3,resource_0,4,33,54
13,resource_1,17,46,80
12,resource_2,18,15,57
19,resource_1,19,72,107
6,resource_0,11,52,82
14,resource_1,14,66,89
11,resource_3,20,29,69
16,resource_3,23,59,93
8,resource_3,15,72,103
5,resource_1,23,43,74
7,resource_0,8,57,79
4,resource_0,20,48,85
10,resource_0,19,47,95
17,resource_0,72,22,106
1,resource_3,18,73,107
9,resource_0,27,49,95
15,resource_2,2,47,64
5,resource_3,17,58,96
2,resource_2,13,35,68
12,resource_4,11,60,84
6,resource_2,16,40,75
0,resource_2,28,45,84
19,resource_2,17,63,93
3,resource_3,11,26,53
10,resource_0,22,53,80
18,resource_2,24,44,83
4,resource_3,5,40,62
8,resource_2,34,85,133
11,resource_1,9,95,119
13,resource_1,20,67,108
14,resource_2,20,54,88
3,resource_0,18,50,83
16,resource_0,17,85,115
15,resource_3,14,36,66
17,resource_1,24,47,80
7,resource_2,16,64,104
12,resource_3,13,71,100
2,resource_3,23,61,93
9,resource_4,14,62,96
1,resource_3,63,47,121
19,resource_4,11,56,85
5,resource_2,21,28,66
14,resource_0,20,76,106
12,resource_1,21,13,48
1,resource_0,14,55,75
16,resource_3,19,41,77
13,resource_1,9,55,87
6,resource_0,17,64,92
3,resource_4,16,30,63
7,resource_2,23,47,83
15,resource_2,21,18,61
0,resource_0,6,43,68
5,resource_3,18,47,80
18,resource_4,19,25,64
11,resource_2,17,41,76
2,resource_0,11,40,70
10,resource_0,13,77,104
4,resource_1,18,25,68
13,resource_1,16,29,56
9,resource_4,20,58,97
19,resource_3,23,51,95
7,resource_4,21,39,73
12,resource_3,23,63,102
2,resource_1,26,64,111
15,resource_2,18,55,83
1,resource_3,10,71,98
6,resource_3,17,43,71
8,resource_0,25,70,111
17,resource_2,14,62,95
14,resource_4,9,41,59
13,resource_1,16,61,98
5,resource_0,24,22,64
1,resource_2,20,29,74
10,resource_1,12,50,76
9,resource_2,11,53,91
3,resource_3,15,56,82
0,resource_0,19,54,90
18,resource_3,13,41,69
16,resource_3,13,77,102
17,resource_1,29,53,98
15,resource_3,8,25,51
1,resource_4,15,49,82
5,resource_2,17,55,92
7,resource_4,20,54,82
2,resource_3,9,49,76
19,resource_0,21,1,38
4,resource_0,13,89,117
14,resource_2,18,47,84
12,resource_4,14,86,118
9,resource_2,23,11,47
11,resource_0,19,51,91
6,resource_3,11,53,81
5,resource_3,5,47,72
18,resource_3,17,24,55
0,resource_3,17,68,96
1,resource_2,17,45,78
13,resource_4,13,63,93
11,resource_2,14,58,84
8,resource_0,13,91,117
2,resource_0,20,5,47
17,resource_0,13,25,60
18,resource_0,12,34,65
19,resource_3,19,57,86
10,resource_3,21,73,109
11,resource_3,10,43,67
13,resource_0,6,42,57
16,resource_2,15,58,92
1,resource_2,17,56,84
15,resource_1,23,73,106
14,resource_4,15,38,67
6,resource_1,5,44,62
3,resource_4,14,48,81
5,resource_0,7,68,95
8,resource_4,4,36,50
1,resource_3,11,35,60
0,resource_0,17,51,83
7,resource_0,7,67,88
4,resource_2,17,41,80
18,resource_3,8,26,54
12,resource_3,24,59,96
16,resource_2,9,17,37
19,resource_0,12,31,57
2,resource_0,13,66,108
1,resource_2,18,51,92
9,resource_0,14,83,119
19,resource_0,12,63,94
11,resource_2,15,65,95
10,resource_2,21,47,82
17,resource_1,17,43,87
6,resource_2,9,43,74
19,resource_1,13,38,64
14,resource_4,7,34,60
4,resource_2,34,46,100
3,resource_0,14,13,46
13,resource_0,17,30,61
6,resource_0,20,34,71
5,resource_4,20,47,82
15,resource_1,27,29,73
1,resource_3,19,70,98
8,resource_4,12,55,85
12,resource_2,21,54,92
0,resource_2,12,47,75
9,resource_1,16,37,78
2,resource_1,12,72,97
18,resource_2,24,50,91
7,resource_3,21,92,125
16,resource_4,19,62,101
8,resource_0,24,24,75
19,resource_3,16,45,81
3,resource_2,13,53,81
11,resource_1,21,43,82
10,resource_3,7,36,48
2,resource_1,12,86,124
17,resource_0,10,71,92
14,resource_1,24,36,75
16,resource_4,9,15,41
6,resource_0,17,56,94
12,resource_2,15,46,84
4,resource_3,15,23,57
5,resource_2,9,48,69
13,resource_2,13,69,98
1,resource_4,15,25,61
10,resource_1,20,73,107
0,resource_1,12,71,98
7,resource_1,5,53,75
18,resource_2,14,56,83
3,resource_2,11,69,99
4,resource_1,16,12,45
9,resource_2,15,58,91
15,resource_4,19,80,119
17,resource_3,15,57,93
11,resource_3,18,60,94
8,resource_1,10,73,95
9,resource_1,2,59,70
10,resource_0,21,73,116
13,resource_0,6,31,51
1,resource_0,11,41,59
5,resource_4,12,52,71
4,resource_3,8,69,96
19,resource_1,8,28,46
12,resource_1,16,51,84
13,resource_1,14,21,56
2,resource_0,18,72,103
16,resource_0,21,69,109
15,resource_2,23,53,90
3,resource_2,13,86,116
6,resource_4,16,79,115
11,resource_4,14,31,63
7,resource_4,8,92,107
9,resource_2,22,43,75
14,resource_0,14,79,107
18,resource_4,20,61,93
17,resource_2,8,53,73
5,resource_1,21,50,86
0,resource_0,17,59,93
1,resource_4,13,43,74
8,resource_3,20,80,112
16,resource_1,12,55,92
19,resource_4,5,84,97
10,resource_2,23,40,77
2,resource_2,22,63,110
3,resource_4,22,26,66
4,resource_4,14,41,68
6,resource_4,7,13,34
12,resource_2,10,54,86
15,resource_1,14,19,55
0,resource_2,12,12,28
7,resource_4,12,44,73
13,resource_1,18,34,69
6,resource_4,20,17,52
19,resource_3,18,71,104
5,resource_4,15,58,86
18,resource_4,13,67,97
11,resource_2,19,59,92
10,resource_3,7,25,51
9,resource_3,10,41,57
3,resource_4,10,29,57
0,resource_4,9,50,71
17,resource_3,13,46,75
2,resource_1,21,74,112
19,resource_1,10,54,71
4,resource_0,25,65,103
18,resource_3,16,21,54
8,resource_4,13,71,102
14,resource_3,4,34,49
16,resource_4,43,50,107
1,resource_1,12,74,103
13,resource_3,6,61,80
12,resource_0,21,43,76
6,resource_4,26,39,73
14,resource_3,7,78,89
7,resource_2,11,53,85
1,resource_0,12,64,92
8,resource_3,15,72,106
11,resource_3,17,62,87
9,resource_1,15,73,105
5,resource_1,21,26,63
2,resource_4,8,47,80
12,resource_2,5,17,28
3,resource_4,14,30,69
17,resource_3,19,77,121
19,resource_0,29,58,109
15,resource_3,14,66,93
10,resource_0,21,54,88
14,resource_1,11,67,90
4,resource_4,16,64,93
16,resource_0,6,49,68
8,resource_2,19,15,50
9,resource_0,19,23,56
6,resource_4,4,23,43
13,resource_2,15,60,82
5,resource_0,12,62,92
0,resource_2,19,23,64
18,resource_3,12,100,138
19,resource_0,15,32,61
13,resource_0,19,33,72
1,resource_0,23,29,67
18,resource_1,10,29,55
2,resource_1,14,45,80
7,resource_0,19,47,76
4,resource_3,16,38,71
15,resource_3,17,48,82
14,resource_1,9,31,63
11,resource_4,8,65,99
3,resource_2,20,36,81
12,resource_2,16,36,73
9,resource_2,17,28,55
10,resource_4,20,40,74
19,resource_3,9,42,82
17,resource_1,13,47,80
8,resource_3,5,52,79
13,resource_3,15,37,77
11,resource_2,9,48,67
4,resource_1,10,66,88
5,resource_1,16,58,88
6,resource_1,16,36,71
7,resource_3,12,32,66
12,resource_2,14,27,57
0,resource_2,8,69,88
15,resource_0,8,32,48
3,resource_4,7,34,57
16,resource_1,17,32,65
1,resource_4,11,69,94
9,resource_1,13,22,42
18,resource_1,15,14,46
2,resource_4,20,68,113
14,resource_2,22,46,84
17,resource_1,13,78,100
8,resource_1,16,22,54
7,resource_1,15,29,54
1,resource_3,18,15,41
10,resource_1,18,29,58
11,resource_4,13,30,57
12,resource_1,21,41,70
0,resource_4,11,31,60
13,resource_0,7,43,62
18,resource_1,20,44,77
3,resource_3,6,59,85
6,resource_2,19,24,55
9,resource_2,24,37,81
4,resource_1,14,24,59
1,resource_2,14,45,72
15,resource_4,5,55,72
5,resource_4,12,56,83
2,resource_1,13,17,45
16,resource_0,13,38,64
1,resource_1,15,49,81
10,resource_0,15,27,59
17,resource_4,21,92,137
5,resource_3,15,32,69
19,resource_2,15,81,112
7,resource_3,20,51,87
14,resource_2,17,39,75
12,resource_4,18,37,70
6,resource_4,12,57,86
15,resource_2,9,22,47
9,resource_0,10,44,76
0,resource_3,20,68,107
3,resource_3,8,67,93
16,resource_4,6,42,66
4,resource_2,18,67,107
2,resource_1,3,91,111
11,resource_3,11,63,97
8,resource_3,14,38,70
13,resource_0,13,57,94
15,resource_4,7,55,75
10,resource_1,6,46,65
9,resource_3,18,43,74
12,resource_4,18,32,72
0,resource_2,10,37,57
5,resource_0,13,46,65
18,resource_2,20,97,130
4,resource_3,20,40,76
1,resource_4,13,41,85
7,resource_0,24,75,108
11,resource_2,24,59,96
14,resource_1,16,55,85
3,resource_2,18,47,89
16,resource_4,19,57,92
19,resource_0,8,51,74
17,resource_2,19,61,99
6,resource_2,36,50,111
14,resource_3,17,43,80
9,resource_0,15,37,64
4,resource_3,10,39,74
13,resource_1,24,76,102
8,resource_0,19,38,75
15,resource_0,13,66,106
18,resource_0,6,88,119
2,resource_1,14,13,43
19,resource_1,22,15,54
1,resource_0,31,37,81
5,resource_3,11,18,43
12,resource_0,11,56,84
0,resource_3,12,87,105
3,resource_0,9,24,49
6,resource_0,15,21,45
14,resource_4,16,56,87
10,resource_4,25,22,59
15,resource_2,10,49,81
11,resource_2,15,68,97
18,resource_1,7,49,81
16,resource_2,36,23,77
7,resource_2,11,56,83
13,resource_3,17,43,77
10,resource_4,8,42,58
4,resource_1,21,63,96
9,resource_1,11,26,57
6,resource_0,2,43,63
17,resource_0,15,84,114
19,resource_1,15,48,79
2,resource_4,15,79,114
5,resource_3,15,37,69
1,resource_1,14,32,58
14,resource_2,15,37,68
13,resource_1,13,56,88
0,resource_2,18,48,86
8,resource_2,19,83,115
13,resource_3,16,1,38
3,resource_1,6,32,54
14,resource_2,13,39,75
15,resource_3,13,51,82
12,resource_2,15,67,105
6,resource_3,10,49,77
16,resource_1,18,40,70
18,resource_2,15,70,101
11,resource_1,17,97,128
9,resource_1,15,52,83
7,resource_0,16,83,115
4,resource_3,16,54,92
13,resource_0,21,71,106
15,resource_4,11,56,86
5,resource_3,15,57,87
14,resource_3,14,74,99
1,resource_4,13,58,88
10,resource_4,13,10,37
9,resource_4,17,26,53
0,resource_2,10,35,56
19,resource_0,15,85,117
17,resource_4,11,59,84
18,resource_4,26,73,111
2,resource_4,28,47,93
15,resource_0,15,28,54
8,resource_1,11,65,89
3,resource_3,17,60,93
5,resource_3,18,89,123
16,resource_1,11,62,92
13,resource_1,15,22,50
6,resource_4,21,50,90
19,resource_3,19,18,58
4,resource_0,9,57,80
11,resource_4,19,65,95
0,resource_3,20,64,105
7,resource_3,12,50,72
14,resource_2,9,14,33
17,resource_4,17,60,98
10,resource_3,14,7,41
1,resource_4,7,48,73
8,resource_1,17,57,82
5,resource_2,10,33,64
12,resource_4,16,52,81
7,resource_3,17,14,41
3,resource_2,21,71,102
16,resource_1,20,43,77
2,resource_1,16,44,73
9,resource_3,17,93,128
6,resource_3,13,83,106
0,resource_0,11,63,93
11,resource_4,18,109,132
15,resource_3,14,33,63
18,resource_4,14,48,81
4,resource_4,17,44,73
14,resource_0,11,45,75
17,resource_4,22,78,110
13,resource_0,9,80,101
19,resource_4,54,77,143
10,resource_1,6,72,92
11,resource_4,15,40,72
8,resource_1,15,60,92
6,resource_2,13,64,92
7,resource_1,23,48,92
15,resource_4,7,56,79
1,resource_4,20,74,119
2,resource_1,13,72,100
5,resource_1,11,45,72
3,resource_4,13,34,60
4,resource_0,14,47,75
8,resource_3,10,28,50
16,resource_4,21,68,103
0,resource_3,11,12,41
14,resource_4,15,29,53
12,resource_1,18,57,82
10,resource_4,15,31,68
19,resource_1,21,18,53
9,resource_0,13,39,65
6,resource_0,16,53,79
3,resource_3,11,61,85
13,resource_0,14,79,111
5,resource_0,52,28,94
15,resource_2,11,63,76
16,resource_1,16,17,51
1,resource_4,14,51,79
11,resource_0,25,53,90
18,resource_0,94,57,161
2,resource_4,8,47,74
8,resource_0,44,113,171
7,resource_0,41,47,102
12,resource_4,21,43,79
17,resource_0,34,53,107
14,resource_3,11,39,66
4,resource_1,14,71,102
5,resource_0,21,43,84
3,resource_0,65,61,147
17,resource_3,25,38,85
18,resource_0,15,45,72
13,resource_4,6,74,103
15,resource_0,19,18,56
16,resource_2,12,71,91
11,resource_2,10,29,48
16,resource_2,13,15,41
19,resource_3,12,60,85
0,resource_1,11,42,67
10,resource_1,17,61,102
4,resource_1,24,51,90
9,resource_4,8,59,70
12,resource_4,19,50,79
2,resource_3,16,78,110
1,resource_4,11,34,60
6,resource_1,8,50,73
8,resource_4,13,52,86
3,resource_3,15,43,73
14,resource_0,13,64,99
13,resource_0,14,18,49
0,resource_0,17,46,78
18,resource_0,21,50,85
17,resource_0,21,42,82
15,resource_3,11,75,100
5,resource_4,31,60,106
19,resource_2,26,87,126
16,resource_2,2,36,47
7,resource_1,27,24,71
11,resource_2,8,55,92
12,resource_2,17,21,64
10,resource_4,23,38,77
3,resource_2,13,71,87
8,resource_4,16,48,73
12,resource_0,16,50,80
0,resource_1,14,61,99
14,resource_1,16,44,72
4,resource_3,6,50,64
18,resource_4,4,40,60
1,resource_1,18,62,98
9,resource_3,16,80,114
13,resource_4,20,49,80
5,resource_3,12,52,74
2,resource_1,15,27,60
15,resource_1,23,87,123
17,resource_0,17,48,82
16,resource_4,15,35,62
6,resource_1,16,49,88
19,resource_0,18,50,83
5,resource_3,11,65,92
3,resource_1,16,61,95
7,resource_2,10,9,34
8,resource_1,19,59,91
11,resource_0,12,47,77
0,resource_1,17,81,116
13,resource_1,9,66,89
3,resource_1,48,19,78
14,resource_1,39,53,107
12,resource_4,13,50,75
18,resource_4,13,81,109
2,resource_0,6,23,47
4,resource_4,15,56,88
1,resource_1,14,32,58
5,resource_0,11,65,96
14,resource_3,9,27,54
16,resource_2,16,62,92
10,resource_2,14,11,40
11,resource_4,17,62,94
17,resource_0,12,41,68
19,resource_2,16,77,118
6,resource_4,8,54,75
15,resource_1,16,72,106
7,resource_4,12,62,82
12,resource_1,15,46,72
14,resource_4,11,12,32
10,resource_1,13,19,47
8,resource_2,7,61,89
9,resource_1,16,67,105
13,resource_4,12,38,66
4,resource_0,10,71,86
3,resource_2,23,45,79
16,resource_0,18,31,64
18,resource_3,10,42,73
19,resource_0,9,27,50
8,resource_3,23,57,101
5,resource_3,10,65,89
0,resource_1,10,101,138
6,resource_3,23,22,59
17,resource_3,18,22,49
15,resource_3,13,12,39
13,resource_2,16,28,55
1,resource_3,9,56,82
14,resource_1,10,45,71
17,resource_2,19,35,77
11,resource_4,12,35,70
7,resource_0,16,27,60
10,resource_0,11,38,61
12,resource_0,11,38,70
3,resource_3,8,42,58
2,resource_2,16,63,96
18,resource_0,15,38,63
8,resource_3,14,84,112
0,resource_2,13,76,102
9,resource_4,13,70,109
6,resource_1,15,31,60
5,resource_0,10,65,88
15,resource_3,20,32,67
17,resource_4,18,30,64
3,resource_3,18,76,109
16,resource_2,15,74,102
13,resource_0,15,52,74
19,resource_4,24,55,103
10,resource_4,18,49,86
1,resource_2,11,54,85
12,resource_1,13,35,72
4,resource_2,22,81,122
14,resource_0,18,37,59
8,resource_2,16,73,106
11,resource_3,23,43,77
3,resource_3,19,31,70
0,resource_2,14,71,113
6,resource_3,11,99,124
7,resource_4,23,43,82
17,resource_3,29,21,71
10,resource_4,14,59,96
15,resource_1,24,50,87
5,resource_4,20,48,85
2,resource_3,10,17,46
13,resource_4,19,68,108
12,resource_4,8,54,80
9,resource_0,12,50,73
18,resource_2,12,65,103
3,resource_1,9,54,80
16,resource_4,11,55,79
11,resource_2,17,41,70
19,resource_2,9,50,74
6,resource_0,8,73,92
4,resource_1,11,67,98
1,resource_0,16,61,88
14,resource_2,17,71,101
0,resource_0,18,17,50
7,resource_1,16,7,37
10,resource_3,11,51,82
8,resource_0,17,47,88
3,resource_3,3,37,57
5,resource_0,15,26,61
12,resource_3,18,63,94
15,resource_3,54,58,128
19,resource_3,20,42,81
17,resource_3,13,90,111
16,resource_3,18,58,98
14,resource_0,16,42,76
15,resource_1,16,53,92
18,resource_0,21,76,116
4,resource_1,15,35,64
2,resource_0,13,76,106
1,resource_4,13,62,84
13,resource_0,22,38,75
7,resource_3,18,87,113
10,resource_0,14,77,111
3,resource_0,13,57,75
6,resource_1,20,37,71
9,resource_1,17,66,96
5,resource_2,16,44,91
16,resource_1,16,30,64
11,resource_3,16,57,85
12,resource_3,23,42,81
8,resource_4,13,48,76
19,resource_4,15,20,48
14,resource_1,17,61,97
15,resource_3,17,28,65
0,resource_1,17,28,61
2,resource_1,7,72,89
4,resource_4,27,24,67
13,resource_4,5,62,79
10,resource_0,13,56,86
3,resource_4,27,39,85
16,resource_1,12,53,83
17,resource_0,10,58,81
6,resource_4,10,35,65
18,resource_1,14,14,43
5,resource_3,24,27,71
12,resource_4,11,29,58
1,resource_3,13,67,97
2,resource_2,12,40,71
7,resource_3,12,66,101
15,resource_1,4,46,66
9,resource_0,16,39,62
8,resource_2,22,57,95
14,resource_3,18,8,46
16,resource_2,19,15,38
4,resource_1,16,54,88
10,resource_1,20,20,57
18,resource_0,15,53,93
13,resource_2,19,45,76
17,resource_4,15,60,88
16,resource_3,15,17,45
19,resource_0,13,35,68
0,resource_1,13,72,102
6,resource_3,13,27,63
14,resource_3,8,65,88
11,resource_1,11,91,117
3,resource_0,5,55,82
1,resource_1,25,59,96
12,resource_1,14,47,73
9,resource_0,21,35,76
5,resource_1,10,70,97
7,resource_1,16,50,88
8,resource_3,23,15,51
13,resource_2,18,47,94
2,resource_2,15,93,124
17,resource_3,21,48,86
11,resource_1,23,54,98
15,resource_0,13,52,80
6,resource_1,18,74,115
10,resource_0,11,50,81
12,resource_2,12,47,73
19,resource_2,23,46,84
0,resource_2,19,70,106
18,resource_1,15,61,86
1,resource_1,14,64,95
3,resource_4,17,30,60
4,resource_2,55,42,121
14,resource_1,17,20,51
5,resource_2,16,57,87
7,resource_3,16,44,84
16,resource_2,7,79,101
9,resource_2,11,35,61
2,resource_1,19,39,69
13,resource_3,16,58,85
8,resource_3,8,19,38
17,resource_4,16,59,90
12,resource_4,15,55,86
15,resource_0,9,59,88
14,resource_2,8,32,54
11,resource_3,16,51,78
7,resource_1,21,74,105
18,resource_0,9,91,117
10,resource_3,10,48,74
0,resource_2,18,50,80
5,resource_1,12,70,96
6,resource_2,12,87,105
19,resource_1,12,4,39
3,resource_3,12,49,77
8,resource_2,11,41,73
1,resource_3,17,65,101
4,resource_2,11,52,83
15,resource_2,13,62,92
2,resource_0,16,75,106
12,resource_3,12,39,68
17,resource_1,14,68,92
16,resource_1,13,62,82
10,resource_4,23,60,105
19,resource_4,19,76,108
14,resource_0,13,56,85
8,resource_1,18,35,66
11,resource_2,25,33,69
7,resource_2,12,45,78
18,resource_2,8,48,72
5,resource_1,16,72,106
9,resource_3,13,52,82
15,resource_2,7,14,39
13,resource_1,20,51,92
16,resource_0,18,50,86
3,resource_3,9,52,75
12,resource_0,16,23,60
6,resource_2,10,49,74
4,resource_2,5,69,91
19,resource_0,9,87,109
1,resource_0,20,20,57
14,resource_2,21,26,72
17,resource_1,9,57,75
16,resource_0,11,48,79
0,resource_3,10,91,118
3,resource_2,25,64,99
1,resource_2,17,27,62
8,resource_3,17,46,70
18,resource_4,17,74,102
6,resource_0,14,39,68
2,resource_4,21,72,106
12,resource_3,11,74,104
9,resource_3,19,59,93
7,resource_4,22,52,84
11,resource_2,18,28,69
6,resource_4,16,22,52
14,resource_2,9,19,47
5,resource_3,21,82,115
19,resource_0,17,22,48
17,resource_4,13,36,64
4,resource_4,19,70,101
10,resource_0,14,67,95
0,resource_4,9,39,65
13,resource_3,16,32,62
15,resource_3,18,55,87
3,resource_0,12,55,86
0,resource_4,14,28,60
6,resource_1,2,49,77
2,resource_1,18,65,98
12,resource_0,14,48,80
11,resource_1,24,12,55
4,resource_2,9,45,64
16,resource_2,14,46,84
8,resource_4,23,41,84
7,resource_2,20,58,91
18,resource_4,17,52,81
11,resource_2,32,62,108
1,resource_4,15,63,95
14,resource_3,13,64,91
9,resource_4,56,37,105
15,resource_2,23,40,80
10,resource_2,43,56,114
13,resource_0,9,77,106
3,resource_2,10,35,66
19,resource_1,9,69,93
17,resource_1,13,54,87
0,resource_0,17,43,77
14,resource_0,9,35,61
9,resource_3,15,44,70
4,resource_2,19,41,74
2,resource_0,12,26,56
18,resource_1,16,58,95
12,resource_1,12,74,102
1,resource_1,14,23,56
16,resource_3,9,28,54
11,resource_3,14,56,86
6,resource_4,21,51,85
5,resource_4,21,56,87
4,resource_4,20,56,94
10,resource_4,28,29,75
19,resource_1,9,74,103
13,resource_3,10,45,74
8,resource_0,8,40,54
1,resource_2,14,37,74
17,resource_2,24,47,91
3,resource_2,14,76,104
16,resource_2,12,46,78
12,resource_4,25,36,71
0,resource_3,12,19,46
11,resource_0,11,50,82
7,resource_1,9,30,68
18,resource_2,19,70,108
9,resource_0,25,72,114
15,resource_2,15,61,88
10,resource_4,14,80,117
12,resource_4,10,68,81
13,resource_4,10,47,75
19,resource_1,11,38,70
2,resource_2,3,69,95
17,resource_4,47,48,112
14,resource_4,64,57,133
3,resource_1,21,63,103
5,resource_4,18,53,96
6,resource_3,17,49,83
